Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation,Slope__deg,Wetness_in,MRVBF,Lithology,Drilled_De,Salinity
GW046826,24/03/1977,6.8,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,24/03/1987,4.45,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,24/04/1984,4.79,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,25/03/1976,6.35,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,25/05/1982,7.43,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,20/04/1982,7.39,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,22/09/1980,7.63,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/01/1979,7.12,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,8/08/1974,7.35,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,8/07/1980,7.86,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,7/10/1976,6.36,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,7/03/1988,4.65,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,7/01/1975,6.2,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,6/11/1979,7.61,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,6/08/1979,7.5,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,5/11/1975,5.88,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,5/10/1978,6.85,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,5/08/1976,6.41,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,5/05/1978,7.54,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/10/1985,4.39,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/05/1979,7.5,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,8/11/1978,6.91,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,2/08/1985,4.72,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,16/02/1978,7.49,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,15/02/1974,9.65,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/06/1979,7.49,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/09/1982,7.51,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/11/1982,7.64,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/05/1989,1.47,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/12/1981,0,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/02/1977,6.77,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,2/09/1976,6.45,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,2/12/1980,7.62,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,3/01/1975,5.35,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,3/08/1990,1.08,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,3/12/1979,7.75,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/07/1977,6.84,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,1/12/1978,7,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/04/1980,8.09,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/02/1975,5.5,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/04/1978,7.53,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/05/1974,7.8,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/08/1981,7.19,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/08/1987,3.94,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/09/1988,3.82,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/01/1981,7.6,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/03/1978,7.56,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/12/1982,7.75,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/07/1976,6.38,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/08/1975,6.11,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,14/09/1978,6.64,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/01/1984,5.79,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,15/01/1999,2.4,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,4/04/1979,7.43,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,13/10/1981,7.02,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/04/1974,9.28,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/03/1990,2.38,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/04/1975,5.81,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/05/1985,4.85,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/06/1975,6,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,9/12/1974,5.13,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,10/08/1978,7.49,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,10/10/1989,1.36,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,11/08/1983,8.29,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,11/11/1980,7.59,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,11/12/1989,1.89,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,12/03/1974,8.46,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,12/04/1983,8,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,12/07/1978,7.54,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046826,11/07/1974,7.7,602355,148.117,-34.6593,6164173,387,13.8627996,4.66924,0,3,0,NA
GW046827,19/05/1980,4.75,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,17/10/1986,1.02,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,18/02/1983,4.77,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,18/05/1976,3.4,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,18/10/1983,2.8,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,18/11/1977,3.95,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/02/1981,4.43,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/02/1985,1.84,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/03/1982,4.23,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/06/1978,4.28,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/04/1977,3.85,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/05/1983,4.73,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,17/09/1979,4.72,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/08/1989,0.39,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/03/1991,1.04,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,17/06/1981,4.63,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,17/01/1980,4.57,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/01/1981,4.31,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,17/01/1977,3.9,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/10/1990,0.75,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/10/1979,4.68,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/02/1978,6.88,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/09/1975,3.32,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,19/07/1988,0.73,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/07/1979,4.26,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/06/1977,3.84,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/06/1976,3.4,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/05/1977,8.62,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/02/1979,8.6,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,16/10/1975,3.09,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,29/01/1982,4.06,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,31/10/1974,1.94,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,26/03/1981,4.58,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,26/05/1990,0.71,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,27/05/1981,4,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,28/04/1988,1.8,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,25/11/1987,1.49,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,28/12/1990,1.17,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,25/10/1977,3.79,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,29/05/1984,1.87,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,29/06/1982,4.27,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,29/08/1980,3.33,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,30/05/1991,0.65,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,30/11/1988,1.38,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,15/10/1984,1.05,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,28/09/1982,4.34,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,23/07/1984,1.64,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,20/09/1977,3.84,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,21/05/1975,3.35,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,21/06/1989,0.39,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,21/12/1977,4.02,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,22/08/1977,3.87,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,26/02/1980,8.61,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,23/07/1982,4.27,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,20/04/1982,4.22,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,24/03/1977,4.3,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,24/03/1987,1.63,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,24/04/1984,1.71,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,25/03/1976,3.4,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,25/05/1982,4.26,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,25/06/1974,4.95,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,22/09/1980,3.83,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/01/1979,3.86,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,8/11/1978,3.51,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,8/08/1974,4.7,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,8/07/1980,5.13,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,7/10/1976,3.25,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,7/03/1988,1.88,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,6/11/1979,4.37,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,5/11/1975,2.79,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,5/10/1978,3.32,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,5/08/1976,3.55,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,5/05/1978,4.39,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/10/1985,1.72,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/07/1977,3.75,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/05/1989,0.3,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/01/1984,2.5,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,2/08/1985,1.79,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/04/1978,4.33,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/05/1979,4.25,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/06/1979,4.23,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/09/1982,4.33,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/11/1982,4.41,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/04/1979,4.36,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/12/1981,3.74,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,4/02/1977,4.22,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,2/09/1976,3.35,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,2/12/1980,4.22,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,3/01/1975,2.81,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,3/08/1990,0.57,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,3/12/1979,4.64,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,7/01/1975,6.62,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,1/12/1978,3.7,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/04/1980,4.94,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/02/1975,3,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/05/1974,5,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/08/1981,3.44,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/08/1987,0.8,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/03/1990,1.05,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,15/09/1981,3.52,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,6/08/1979,4.25,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/09/1988,0.55,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/07/1976,3.4,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/08/1975,3.28,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/09/1978,2.38,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/12/1982,4.53,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,15/01/1999,1.24,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,15/02/1974,5.28,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,13/10/1981,3.58,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/04/1975,3.26,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,12/04/1983,4.69,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,12/03/1974,5.28,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,11/12/1989,0.8,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,11/11/1980,4.09,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,11/08/1983,3.92,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,11/07/1974,4.9,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,10/10/1989,0.55,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/04/1974,5.66,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,10/08/1978,4.42,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,14/03/1978,4.94,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/12/1974,2.58,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/06/1975,3.35,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,9/05/1985,1.8,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW046827,12/07/1978,4.82,602270,148.1162,-34.6665,6163373,383,8.9228697,4.5741901,0,3,0,NA
GW052375,7/04/1994,1.62,599917,148.0912,-34.7184,6157637,339,2.42483,6.1020298,3,7,42.7,NA
GW052375,10/05/1994,1.55,599917,148.0912,-34.7184,6157637,339,2.42483,6.1020298,3,7,42.7,NA
GW052375,16/07/1994,1.8,599917,148.0912,-34.7184,6157637,339,2.42483,6.1020298,3,7,42.7,NA
GW052375,23/06/1994,1.5,599917,148.0912,-34.7184,6157637,339,2.42483,6.1020298,3,7,42.7,NA
GW054037,15/10/1996,0,587694,147.9568,-34.6348,6167035,393,3.0703001,6.0501399,3,9,47.3,NA
GW057489,15/10/1996,5.79,589282,147.974,-34.6262,6167975,384,1.42364,7.04603,3,8,30.5,NA
GW400125,12/12/1999,1.79,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,9/05/1997,3.55,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,6/06/1997,3.62,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,7/09/1999,1.66,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,7/11/1998,1.9,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,7/11/1999,1.55,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,8/04/1998,4,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,8/07/1996,3.99,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,8/10/1999,1.54,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,9/05/1998,4,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,9/05/1999,3.21,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,9/11/1997,2.18,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,10/01/1999,2.33,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,12/08/1999,1.9,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,9/12/1997,2.67,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,13/09/1998,2.17,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/12/1998,2.39,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,11/10/1998,1.83,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,10/06/1999,2.77,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/10/1997,2.06,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,1/02/1997,2.63,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,1/03/1998,3.7,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,2/03/1997,3.05,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,2/08/1998,3.07,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,1/01/1997,2.31,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,2/09/1997,2.3,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,4/03/1999,2.95,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/07/1998,3.85,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,4/07/1999,2.3,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,4/08/1997,2.63,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/01/1998,3.15,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/02/1999,2.69,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/04/1997,3.3,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/04/1999,3.97,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,5/07/1997,3.13,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,4/06/1998,4.02,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400125,2/02/1998,3.46,586246,147.9417,-34.7018,6159625,365,0.514427,8.2185402,3,17,0,2624
GW400126,6/07/1998,0.8,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/05/1999,1.27,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/05/1998,1.84,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/04/1999,0.4,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/03/1997,1.66,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/01/1998,1.7,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,5/12/2000,1.3,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,5/11/1998,1.15,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,5/03/2000,1.47,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
GW400126,6/08/2000,0.65,583123,147.9074,-34.6819,6161859,398,2.9366901,6.0521898,2,17,0,1632
