"Work.No","Measurement.date.x","Standing_Water_level..m..x","Easting.x","Longitude.x","Latitude.x","Northing.x","Measurement.date.y","Standing_Water_level..m..y","Easting.y","Longitude.y","Latitude.y","Northing.y","Drilled_De","Salinity","Elevation"
"GW031565","19/04/1977",7.62,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","17/09/1979",7.55,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","17/06/1981",7.72,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","17/01/1980",7.64,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","17/01/1977",7.39,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/10/1990",1.78,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/05/1977",7.64,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/09/1975",7.9,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","30/11/1988",3.94,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/07/1979",7.67,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/06/1977",7.6,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/06/1976",7.5,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/02/1978",7.83,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/02/1979",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","20/04/1982",7.14,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","16/10/1979",7.47,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","25/11/1987",4.29,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","4/02/1977",7.45,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","15/10/1984",5,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","31/10/1974",7.8,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","30/05/1991",2.83,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","29/06/1982",7.15,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","29/05/1984",6.05,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","29/01/1982",7.14,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","28/12/1990",2.35,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","28/09/1982",7.13,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","28/04/1988",4.54,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","27/05/1981",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","26/05/1990",2.26,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","29/08/1980",7.6,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","26/02/1980",7.82,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","20/09/1977",7.4,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","25/10/1977",7.36,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","25/06/1974",10,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","25/05/1982",7.14,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","25/03/1976",7.65,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","24/04/1984",6.05,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","24/03/1987",3.67,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","23/07/1984",5.68,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","23/07/1982",7.12,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","22/09/1980",7.62,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","22/08/1977",7.55,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","21/12/1977",7.78,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","21/06/1989",1.75,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","21/05/1975",8.18,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","26/03/1981",7.8,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","3/12/1979",7.5,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/03/1990",2.7,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/01/1984",6.56,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","8/11/1978",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","8/08/1974",9.6,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","8/07/1980",7.71,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","7/10/1976",7.35,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","7/03/1988",4.57,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","7/01/1976",7.7,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","6/11/1979",7.5,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","6/08/1979",7.6,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","5/10/1978",7.63,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","5/05/1978",8.04,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/04/1974",10.88,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","4/01/1979",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","4/10/1985",4.67,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","3/08/1990",1.55,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","3/01/1975",8.46,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","2/12/1980",7.58,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","2/09/1976",7.4,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","2/08/1985",4.82,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/12/1981",7.14,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/12/1978",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/11/1982",7.15,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/09/1982",7.12,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/06/1979",7.8,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","15/09/1981",7.3,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","4/05/1989",2.32,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","1/05/1979",7.85,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","4/04/1979",7.91,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/04/1980",7.84,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/04/1975",8.08,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/05/1974",10.36,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/08/1981",7.45,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/08/1987",3.33,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/09/1988",3.95,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/02/1975",8.25,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/03/1975",7.99,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/09/1978",7.7,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/07/1976",7.5,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/08/1975",8,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/04/1975",8.22,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","14/12/1982",7.26,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","15/01/1999",6,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","15/02/1974",10.8,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/10/1981",7.28,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","10/08/1978",7.7,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/06/1975",8.15,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/12/1974",8.48,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","10/10/1989",1.81,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","11/07/1974",9.98,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","11/08/1983",7.35,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","11/11/1980",7.68,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","12/03/1974",10.62,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","12/04/1983",0,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","12/07/1978",8.9,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","9/05/1985",4.9,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","13/01/1981",7.62,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031565","11/12/1989",2.15,"600,784",148.1004,-34.6959,"6,160,124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","31/10/1974",8.5,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","18/05/1976",7.9,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","18/10/1983",0,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","18/11/1977",7.89,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/02/1981",8.15,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/02/1985",5.84,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/03/1982",7.67,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/03/1991",4.02,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/05/1983",8.23,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/05/1980",8.26,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/06/1978",8.34,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","18/02/1983",8.07,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/09/1975",8.09,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/04/1977",8.15,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/02/1979",9.11,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","19/07/1988",5.22,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","30/11/1988",5.02,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/02/1978",8.39,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/06/1976",7.8,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/06/1977",7.96,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/10/1979",7.84,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/08/1989",2.55,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","17/09/1979",7.93,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/10/1975",7.97,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/05/1977",9.08,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/10/1990",2.9,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","17/01/1977",7.93,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","17/01/1980",8.48,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","17/06/1981",8.19,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","16/07/1979",8.05,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","25/06/1974",10.38,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","15/10/1984",5.56,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","9/04/1975",8.22,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","30/05/1991",4.07,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","29/06/1982",7.63,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","29/05/1984",6.39,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","29/01/1982",7.57,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","28/12/1990",3.49,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","28/09/1982",7.63,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","28/04/1988",5.68,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","27/05/1981",8.22,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","26/05/1990",3.4,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","26/03/1981",8.28,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","26/02/1980",8.33,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","29/08/1980",8,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","23/07/1984",6.23,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","20/09/1977",7.77,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","21/05/1975",8.2,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","21/06/1989",2.86,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","21/12/1977",8.3,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","22/08/1977",7.82,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","25/11/1987",4.52,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","23/07/1982",7.61,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","25/10/1977",8.21,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","24/03/1977",8.1,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","24/03/1987",4.93,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","24/04/1984",6.44,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","25/03/1976",7.93,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","25/05/1982",7.64,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","20/04/1982",7.63,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","22/09/1980",7.96,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","4/02/1977",8,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","8/08/1974",9.95,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","8/07/1980",8.09,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","7/10/1976",7.6,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","7/03/1988",5.73,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","7/01/1976",7.97,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","6/11/1979",7.81,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","6/08/1979",7.96,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","5/11/1975",8.08,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","5/10/1978",8.01,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","5/08/1976",7.8,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","5/05/1978",8.5,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","4/10/1985",5.52,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","8/11/1978",7.91,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","4/04/1979",8.4,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","2/09/1976",7.68,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","4/01/1979",8.35,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","3/12/1979",7.96,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","3/08/1990",2.63,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","3/01/1975",8.42,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","2/12/1980",7.97,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","2/08/1985",5.55,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/12/1978",7.95,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/11/1982",7.71,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/09/1982",7.61,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/06/1979",8.18,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/05/1979",8.29,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","9/06/1975",8.2,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","15/09/1981",7.73,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","4/05/1989",3.53,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/07/1976",7.72,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","15/02/1974",11.35,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","15/01/1999",4.85,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","1/12/1981",7.51,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","9/01/1984",7.03,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/12/1982",7.85,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/08/1975",8.21,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/04/1983",8.2,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/04/1980",8.37,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","14/03/1978",8.65,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GW031566","13/10/1981",7.61,"600,764",148.1001,-34.6912,"6,160,648",NA,NA,NA,NA,NA,NA,NA,NA,NA
